customer_tweet_id,customer_text,response_text
230849,Thank you @115821 for sorting my order out and responding to my emails very quickly.,@163088 No problem and thank you for shopping with us Abbie 😉 ^KM
230851,@115821 WTF is going on Amazon https://t.co/ywNdy9SpHc,@170972 I'm sorry. Did we miss the estimated date of delivery? ^SI
230853,"@115833 Can we got support for Gaana on Echo device in India, Listening music on #Gaana is much better than any other else",@170973 Thanks for the suggestion. I'll pass along your comments to our team internally. ^GK
230856,What's the issue? Purchase over ₹600 will have no shipping charge to pay! Isn't? @115850,@170974 It depends on the fulfillment of an order. Please check this link here: https://t.co/IqvWREe3kh for more info. ^KA
230858,"@AmazonHelp Okay, thanks for your help 👍🏻","@170975 You're welcome, thanks for contacting us. ^JJ"
230859,"@AmazonHelp hi, I preordered battlefront two from you yesterday and I haven't receiver any beta codes as of yet, when will they arrive?","@170975 Hi Ben, orders for Battlefront 2 on or before the 3 Oct will receive beta access. After this date, you're not eligible ^TP"
230655,@AmazonHelp @115850  14 days have passed. There is no resolution of the matter. Every time we are asked to have patience. Amazon is testing  patience,"@170937 As we are working on the issue, we request you to wait; you will receive an update soon. ^SB"
227730,@119625 @12154 When you are going to release trailer ?,@170976 We will continue to add new content. Stay tuned to amazon video for further updates. ^AU
230864,@AmazonHelp Another two more I got after I tweeted. Thanks. Annoying when you are in a meeting and keep getting notifications for a 80rs book 😀,@170977 Apologies for the inconvenience. Please report this to our support team here: https://t.co/vlvfJr4nN9 ^MP
230865,Is this kind of too much for a delivery. This is the 6th notification on same order @115850 https://t.co/y3gY1ytgCX,@170977 That's unusual. I'll have this reviewed internally. Thanks for flagging. ^HK
230868,@AmazonHelp 夕方に電話して繋がらなかったんですが、どうしたらいいですか？？,@170978 ご迷惑をおかけしております。プライムのキャンセルについてはサイト上よりご自身でお手続きが可能です。カスタマーサービスはお電話が混み合っている場合がございますので、お時間をあけて再度お問合せいただくか、Eメールにてお問合せをお願いいたします。HM
230869,Amazonに勝手にAmazonプライムにされ勝手にカードから引き落とされてるんだけど...許すまじAmazon...,@170978 (2/2)なお、有料会員移行後、特典をご利用されていない場合には、退会とともに年会費を返金いたします。退会をご希望の際には、こちらのヘルプページをご確認のうえ、お手続きください。 https://t.co/wdPTbEULCH ET
226019,@119625 When will you bring regional content (Kannada)..?? #Waiting,@170979 We haven't made any announcement yet. Please stay tuned. ^HN
230875,@AmazonHelp @115821 @115850 I have already report in your help center they guys say within 24-48 hrs its resolve but still wating,"@170981 Thank you for sharing the details, Sandy. We will work on it and revert at the earliest. ^SB"
230876,@115850 cancel Eureka Forbes Euroclean WD X2 Vacuum Cleaner but refund not proceed why?,@170981 I'm sorry for that. Please contact us here: https://t.co/vlvfJr4nN9 and we'll be glad to help you. ^SI
230880,"@AmazonHelp I cannot do it, as my account is blocked.","@170982 In that case please use the option ""Anmeldung überspringen"" (= skip registration). ^RS"
230883,"@AmazonHelp I followed the link you provided and I see only this.
Where is this ""skip"" button? https://t.co/1Lt6JkHjHs",@170982 Sorry! Please use this link instead and choose any one of the options: https://t.co/NH79yZKmER ^RS
230885,"@AmazonHelp Ok, thanks! I'll try to write my message there.",@170982 Great! Have a nice day! ^AN
230881,"@116316, WTF? I got from u: ""contact us by email at __email__"", but the address doesn't exist. How can I contact u?",@170982 please contact our customer services via https://t.co/ohyvGrpvrY  ^RS
230888,@115821 @AmazonHelp @115850 No one contacted to ask my location and you are claiming tried but failed. #shame #cheat #fraud https://t.co/rR3Ii8ktrE,@170983 Sorry for the inconvenience. Please get in touch with support team here: https://t.co/vlvfJr4nN9 they will assist you. ^GU
230892,@AmazonHelp 粗雑なツイートに対してご丁寧に返信頂きありがとうございます。検討させて頂きます。,@170984 恐れ入ります。どうぞよろしくお願いいたします。HM
230893,"アマゾン使いづらすぎる💦
なんでコンビニ支払い選択できないの？カード入れなきゃダメ？うーん…家帰らないとあれこれできないなぁ💦",@170984 アマゾンです。商品によってはお支払方法に制限がございます。クレジットカードのご利用をご希望でない場合は、よろしければ、チャージタイプのAmazonギフト券のご利用をご検討ください。https://t.co/72r6Rs2dh0 ET
230896,"@AmazonHelp Did that already, but still no show from amazon or bluedart to pickup the parcel.👿",@170985 Sorry for the delay Sanu. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN
230899,"@AmazonHelp Order No. 402-1063894-6861967
Product : Pro Grey Canvas shoes from Khadim
Return request date : 2nd October","@170985 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA"
230903,@AmazonHelp I have already shared all the product details from that link.,@170985 We've not received your details yet. Could you please share them here: https://t.co/GIJyeYqKE0? ^HK
230904,@AmazonHelp Shared all the required info by clicking on that link. Hope to hear back from u soon,"@170985 Thank you for sharing your details. We've received your details, we're looking into the issue and shall get back to you soon. ^SH"
230908,@AmazonHelp Will be waiting,@170985 We'll get back to you at the earliest. ^HN
230910,"@AmazonHelp Can you please tell what actually do u mean by your ""at the earliest"" ??
Because I wasted my another day kept on waiting to resolve my issue",@170985 We've sent a correspondence to your registered email address. Please check and revert. ^SQ
230912,@AmazonHelp Did nit received any email yet,"@170985 We emailed you on Thursday, 5 October, 2017 at 7:07 PM. Please check your emails and the spam folder too. ^NR"
230897,@115850 still waiting for return pickup of product since last 2 days? Is this your service to Prime Members?👿,@170985 Sorry to know your item hasn't been picked-up yet. Kindly connect with our team here: https://t.co/qWSC0jKBRG. We'll help! ^PS
230918,"@115850  Pickup ID:663753191240,not done yet, what kind of service u are having,kindly arrange my pick up soon. iam fed up now.","@170986 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^EM"
230920,"@AmazonHelp How can we contact Amazon support for India on social media? It can be on anything like Facebook, Twitter, Google+ .",@170986 Kindly connect with us with the link provided earlier. It will redirect you to contact us from your Amazon.in account. ^PB
230922,"@AmazonHelp I have already contacted 5 times, but yet no pickup. Kindly do something.",@170986 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB
230925,"@AmazonHelp @AmazonHelp Then I saw this on my order I did Monday (3/10/17) was on a day on next day delivery, Now it’s est. before 9pm today 2/n https://t.co/k8XsRyFOnU",@125793 So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM
230929,"@AmazonHelp I never received my order,
Your customer support not able to trace the pack.
Wish to get refund",@170987 Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN
230934,Very bad service Amazon Transportation Services and you willing to give festival offers #badservice  #AmazonGreatIndianFestival @115850,@170987 I'm sorry for the trouble. Could you please elaborate your concern so that I can assist you accordingly? ^AU
230926,@AmazonHelp I understand once you hand it over it’s on delivery drivers but 3/n,"@125793 Sorry to hear that, James, it's not what we want you to experience, contact us here:  https://t.co/JzP7hlA23B ^AS"
226021,@119625 how do I win this?,@170988 That's a lucky draw. Keeping our fingers crossed for you. ^CB
230939,"@AmazonHelp Bank has denied raising a dispute,  as they have no information about transaction.","@158390 As mentioned earlier, kindly respond to the correspondence which you've received from us. ^KN"
230943,"Had ordered Amazon Basics Usb!
But this is what @115850 delivered!
Guys be careful next time you receive an order! #AmazonIndia https://t.co/5p2rqDKaU2",@170989 That's strange. Kindly return/replace the product using the link here:  https://t.co/3yqvLnyTxi ^SG
230945,@115850 @AmazonHelp What is the probable date of launching of Amazon dot in India which is Available for purchase for everybody,"@170990 At this point in time, invite only purchase is available for Amazon dot. However, I've forwarded your feedback internally.^KN"
226020,@119625 When more episodes of @12327 be made available on Prime library?,@170991 Kindly stay tuned as we keep adding more content to watch. ^PS
230948,なんでーーーあまぞんぬちゃんなんでーーーー なんで昨日注文した商品の配達予定が17日から31日なのなんでなんでーーーーーーー,@170992 アマゾンです。お届け予定日は商品の発送元や、在庫状況、お支払方法など様々な情報を元に計算されております。https://t.co/qwo84RClom ET
230950,@AmazonHelp Aber die Besteller kenne ich in vielen Fällen nicht. Was ja grundsätzlich mal der Sinn einer Wunschliste ist.,"@170993 Am besten ist, wenn du dich beim Kundenservice via https://t.co/ohyvGrpvrY meldest. Danke! ^RS"
230953,"@AmazonHelp @170993 Erstaunlich, man kann mit Amazon kommunizieren.
Ich brauche ein Twitter-Account für Arbeit.",@170994 Erstaunlich?! Wir sind überall 😂 ^SM
230951,"Das Beste an Amazonlisten ist übrigens, wenn man sieht, dass etwas bestellt wurde, es aber nie hier ankommt und man nicht weiß, wem man Bescheid sagen muss. https://t.co/Sndb0VAo2V",@170993 Hier kann dir nur der Besteller Auskunft geben. Aus Datenschutzgründen dürfen wir nur diesem informieren. Viele Grüße ^TR
231302,"@115850 It seems Prime is going 2 cost Rs. 999 instead of 499, with more features. But I want only shopping, so why pay for more features",@171086 The Prime membership for Rs 499 earlier was an introductory offer. ^GK
231304,@AmazonHelp I need contact to request immediat refund.....,@171087 Click here: https://t.co/JzP7hlA23B to contact us ^AS
231306,"@115830 I cancelled Amazon Prime. But no refunds, I could not find a way to request for refund.","@171087 Hi, sorry to hear that, did you use your Prime benefits? ^AS"
231308,@AmazonHelp total it costs me 507 rs.,"@171088 If the item is fulfilled by a seller, the delivery charge is set by the seller. The shipping charges vary from seller to seller.^GK"
231310,@115850 don't you think that your shopping charges are to high?,"@171088 our efforts to offer you the lowest price, may result in fluctuations in our prices over time.(2/2)^HR"
231314,I want to cancel my order tracking ID-15227156442. But i cant see any cancel option over there.@118919 @115850 @AmazonHelp,@171089 We've responded to you via DM. Please don’t provide your order details as we consider them to be personal info. ^SG
231318,@AmazonHelp why u increase price on big sale day nd after giving discount make it older rate making fool of people,"@171090 to offer you the lowest price, may result in fluctuations in our prices over time. (2/2) ^VM"
231321,@118919 Hey Amazon India when the Prime membership offer is end means hike price.( which month ),@171091 from Amazon.in with details to renew your Prime membership. 2/2^SB
231325,@118919 @115850 Thanks to Amazon that it is only making delivery in my remote village under Campierganj Block of Gorakhpur ( UP) .,@171092 You're welcome. :) ^HR
231328,"@AmazonHelp I have music unlimited for echo/dot, I'm trying to play songs on my Sonos, and she keeps telling me I need to upgrade. Do I?",@171093 Sorry to hear this. Please contact us directly here: https://t.co/JzP7hlA23B and we can look into this further. ^PK
231330,@AmazonHelp I haven’t received my item yet (est d8 22/9) &amp; emailed the seller twice to no reply! How do I get my money back? Thanks,@171094 Very sorry to hear this. You can submit a claim here :http:https://t.co/FjiCD5XSEp ^CR
231332,Its so sweet of you @115821 ..i just recieved my money back as a gift for the wrong product i got...happy by ur action..happy customer https://t.co/vlU6ryi3Bm,"@171095 You are most certainly welcome, and thank you for reaching out to us today. ^PS"
231334,@115850 there's an order out for delivery since 6 am. Now it's 3 pm and I'm waiting at home since then. Calling hasn't helped at all,"@171096 by the end of the day, kindly wait. (2/2) ^KA"
231337,.@115821 Prime same day delivery rules.,@171097 Thanks! We aim to please! 😎 ^JJ
231339,@AmazonHelp And it's not convenient for me to make or receive a phone call right now,"@171098 Hello, I can understand it's not convenient at this time. Your email will be responded as soon as possible. ^CR"
231343,@AmazonHelp Can you give me a rough timescale? Hours? Days?,"@171098 Hi Claire, we expect emails to be responded to within 6 hours at the very most. ^TP"
231341,@AmazonHelp is there any way I can find out when a delayed 'prime' order will actually be delivered? It's getting a bit ridiculous now!,@171098 Sorry to hear that. Get in touch here: https://t.co/JzP7hlA23B and we'll be happy to help. ^RS
231347,@AmazonHelp AGAIN I m using another gift code and this is wat i got https://t.co/5nDLKgJauF,"@171099 Sorry about that, May I know if you contacted our support team here: https://t.co/00q4Sqj9zL? ^BS"
231349,@AmazonHelp Should I send u Da gift code,@171099 Kindly connect with us here: https://t.co/vlvfJr4nN9 we'll check this for you. ^SG
231351,@AmazonHelp I am unable to add Amazon gift voucher to my account,@171099 What is the error you're getting? ^RW
231353,"When @115821 UK take FOUR days to dispatch an ""in stock"" item 😐😐😐 https://t.co/bxohvVGB0V","@171100 Hi, what's the estimated delivery date of your order? ^JJ"
226028,@119625 What is the criteria exactly..!!how will you choose..??,@170979 Stay tuned. We will announce results weekly refer here for more info: https://t.co/Sb5MX1m29U. ^VM
229794,"@115851 @115850 @AmazonHelp Really?! Is it too much to expect this message close to your 48 hour window and not 10 days later, when I ask about it? @115851 @115850","@170763 Please be assured, we are working on it and shall reach out to you with an update soon. ^GS"
231451,@AmazonHelp Good point... But no the tape measure has just disappeared from my account and orders. When I select the tape it takes me to the 3 cutters,@171124 Sorry to hear that. Get in touch here: https://t.co/JzP7hlA23B and we'll be happy to help. ^RS
231455,@AmazonHelp Haven't received any,"@171125 I'm sorry about that, write to us here: https://t.co/GIJyeYqKE0 &amp; we'll be glad to help you with available options. ^MJ"
231456,"@115850 - have written one mail. Request you to respond, as its urgent https://t.co/ZWu0SOIk3y","@171125 You would receive a reply soon. However, for immediate assistance please connect with our chat or phone support team. ^KA"
231459,@115850 how u keep product of not proper quality in ur portal I wnt ur delivery boy to collect product at my home do respond nt fair(2/2),"@171126 Hello, we're truly sorry for the unpleasant experience with the return process, and the defective product which was 1/4 ^PS"
231466,"@AmazonHelp Not that strange. When I wrote a review,  I saw this was the number 1 complaint. Wish I checked before I ordered. Already used 1 battery.",@171127 Sorry about this Stan. ^KM
231469,Bought some batteries on @116090  Received them yesterday. Supposed to be guaranteed 5 years. Expire 2020. Amazon sold me old stock. https://t.co/uEGz6Xo50l,@171127 That's strange. Please see your available return or replacement options here: https://t.co/kEwKiYesgE ^CL
231471,@115850 Found a fake amazon offers site https://t.co/Gae4IffQvF,@171128 Thanks for bringing this to our notice. Please refer to genuine offers only on Amazon.in. ^SH
224222,@115850 Now if i want to purchase its at higher cost at waht i have purchased,"@169576 Hence, request you to place a fresh order. 2/2^SB"
231476,@AmazonHelp Amazon Transits,@171129 Les livraisons par Amazon Logistics ont lieu entre 7h et 19h. N'hésitez pas à nous tenir au courant ! ^SM
231477,@AmazonHelp j'ai donc passé ma commande en toute confiance mais je suis absente cet après midi...,@171129 Nous ne pouvons pas vous donner de fourchette plus précise. Cela dépend du transporteur. Quel est le transporteur? ^SM
231482,"Si @120533 pouvait donner une fourchette plus precise que ""avant 20h"" ...","@171129 Bonjour, commennt pourrai-je vous aider ? ^AR"
231484,"@115850 

Order ID 404-5202232-8004339:
till date waiting for installation

Can someone please check on this.","@171130 Please don’t provide your order details, we consider them as personal info. Our Twitter page is visible to public.^VM"
231488,"@115850 Worst exp..nt able to place ordr aftr multiple try, acc got locked automatically..no support fr unlocking acc frm cust servic desk",@171131 I'm sorry for that. Please contact us here: https://t.co/QS2bTd0snB and we'll be glad to help you. ^SI
231490,"@115821 @171133 I had purchasedH6xon 111thJuly it showed battery prob on sep,submiited my mobile on BBSR SrvCentr 25thSept notyet rcvd https://t.co/ArDoKzY9WJ",@171132 Apologies for the trouble. Kindly connect with us here:https://t.co/vlvfJr4nN9 and we'll look into it. ^PB
231494,@AmazonHelp Any chance of the phone call from the supervisor that I was promised last night on my call to you?,"@171134 Hi Will, sorry for the delay. I can see that your details are still in the Social Media queue. ^JJ"
231496,@AmazonHelp I have sent this and details to you.,@171134 I can confirm that we've received your details. We'll need time to research this and then we'll be in contact. ^RA
231498,@AmazonHelp I've spoken to your customer support 3 times today about this. I saw the delivery driver on cctv not even attempting to deliver my parcel.,@171134 I'd like a member of our team to review this for you. Please provide your order details here: https://t.co/j3QzSIzk1b ^RA
231500,"Absolutely disgusted with @115830 delivery driver. Didn't even come to my door, but ""an attempt was made"" I need this item for tomorrow!","@171134 I'm sorry for the delivery issues! We'd like to look into this, if you'd please contact us here: https://t.co/JzP7hlA23B ^WT"
231503,"aber schon mal blöd: @115948 auf @118117 lässt sich nicht via #Alexa ansprechen, oder @137949 @AmazonHelp 🙄?","@171135 Hier müssen wir dich bitten, mit dem Sonos Support in Kontakt zu treten.Danke! ^RS"
231508,"Kindle unlimitedとpremiumReading読み放題とどう違うっていうんだ…

Prime Reading https://t.co/spLzy7RtIW",@171136 失礼いたします。Prime Readingの対象となるコンテンツは、すべてKindle Unlimitedの対象コンテンツです。すでにKindle Unlimitedに登録済みのお客様は、引き続きKindle Unlimitedよりお楽しみください。RI
231510,"ん？これ Kindle Unlimited 読み放題とどう違うんだ？月10冊迄ってのも同じなのに追加料金もない自動付帯無料サービスって事になってる。
→ プライム会員なら読み放題 Prime Reading https://t.co/J2B8fIzTbY",@171137 失礼いたします。Prime Readingの対象となるコンテンツは、すべてKindle Unlimitedの対象コンテンツです。すでにKindle Unlimitedに登録済みのお客様は、引き続きKindle Unlimitedよりお楽しみください。RI
231512,@AmazonHelp ORDER# 408-8885059-0678753 Product was not delivered to me but marked as delivered on the website. Amazon isn't refunding my money @12182,"@171138 Please don’t provide your order details, we consider them as personal information. Our Twitter page is visible to public. ^VM"
231516,@115850 @115851 SHAME ON YOU! Amazon.in is successful in cheating their customers. Guess What YOU guys did IT.,@171138 Hey! I'm unable to comprehend your concern. Could you please elaborate so that we can assist you accordingly? ^RW
231518,@115821 order no 405-4417879-1189968 - ordered iPhone 7 rose gold 32gb but got used iPhone 7 blue 128 gb.. pathetic service.. https://t.co/04fxb6obCj,"@171139 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public. 2/2^SB"
231521,@AmazonHelp Boardwalk empire,@171140 That doesn't sound right. Get in touch here: https://t.co/JzP7hlA23B and we'll be happy to help. ^RS
231523,"@AmazonHelp Just had a browse and the “1990” movie IT costs £3.49 to rent.. its 27 years old, why would you pay for that when you can buy the dvd for £1","@171140 Hey, I'll pass your feedback on ^AS"
231524,"@AmazonHelp Amazon prime free trial I mean, the program I want to watch is asking for payment. But will this continue after the trial",@171140 Which program is it Kevin? ^KM
231530,Amazon PrimeとKindle Unlimitedは一つになったのかな？ Prime Reading？,@171141 失礼いたします。Prime Readingの対象となるコンテンツは、すべてKindle Unlimitedの対象コンテンツです。すでにKindle Unlimitedに登録済みのお客様は、引き続きKindle Unlimitedよりお楽しみください。RI
231533,うーん、ブラウザから見てるんだけどPrime ReadingとKindle Unlimitedの区別がつかない…読もうと思うとKindle Unlimitedの10冊の中に入れられちゃうんだよねぇ…どこかにPrime用ボタンとかあるのかな？？？,@171142 失礼いたします。Prime Readingの対象となるコンテンツは、すべてKindle Unlimitedの対象コンテンツです。すでにKindle Unlimitedに登録済みのお客様は、引き続きKindle Unlimitedよりお楽しみください。RI
231535,"Kindle Unlimited に入ってる人はどうすればいいんでしょーか
Prime Reading で読める本はKindle Unlimited でも読めるって認識でいいんでしょーか
ಠ_ಠ",@171143 失礼いたします。Prime Readingの対象となるコンテンツは、すべてKindle Unlimitedの対象コンテンツです。すでにKindle Unlimitedに登録済みのお客様は、引き続きKindle Unlimitedよりお楽しみください。RI
231537,"@120533 Bonjour, est-il possible de diffuser une série Prime Vidéos sur une Google Chrome Cast ?","@171144 Bonjour Nacer, je vous invite à contacter notre support technique via le lien suivant : https://t.co/bb46MteKch
^SM"
231540,"@116928 ¿Donde podria mandar el CV, para poder trabajar en la nueva sede de Sevilla? Gracias","@171145 Hola, Alejandro, puedes ver las opciones que tenemos disponibles en este enlace: https://t.co/S2s3MGxZEW  ¡Saludos! ^AZ"
231542,Why this much variation in prize @115850 @12151 @12152 https://t.co/7iVJSKIUrI,@144791 the lowest price may result in fluctuations in our prices over time.(2/2) ^GU
231545,"@115850 if you are offering min 50% off, why are some books at lesser discounts on the deal page https://t.co/FCOF5xrQuF",@171146 Pricing and offers are decision of the sellers. I'll be sure to pass your feedback internally. ^RB
231547,"Lenovo A6600 Plus (Black) https://t.co/NPYP9mp9mO. Delivered earlier than said, thanks @115821","@171147 You're most welcome, we're glad that you've received early delivery. :) ^KN"
231548,@AmazonHelp Ok it's just that in products on site price is 475 and when it comes to yours it jumped 500rs,@144791 The price mentioned on our website is the best we can currently offer. I'll surely pass on your feedback to the concerned team. ^MP
231550,@AmazonHelp I completely understand .,@144791 Thank you! Do keep us posted if you have any further concerns. ^AU
231553,@AmazonHelp can you please revert back to my query sent through email. https://t.co/Mk01Uvro9v,@158484 Please reply to the e-mail correspondence sent to you by our Social media Escalation team for further concerns. ^MP (2/2)
231556,@115850 @115851 @12182 I had ordered a motog5s plus from Amazon which was never delivered and refund was also not given. Please Help,@171138 I'm sorry for the incorrect tracking update with your order. Call us here: https://t.co/vlvfJr4nN9 &amp; we'll fix this. ^MJ
224223,@115850 Ya received but why it got  cancel? I got the Diwali discount  and then it got https://t.co/ud8cMMbLiv its cost is higher if i want to buy.,@169576 Kindly get in touch with us here: https://t.co/7HMIaAL93O and we’ll be glad to help you. ^NS
231559,@AmazonHelp Done! It went on deal and I placed the order,@171148 Glad to know you were able to place an order. Keep us posted for further updates :). ^SB
231561,@AmazonHelp Missed the deal three days back 😞 will be waiting for it on festival sales...,"@171148 The sale has just started! Stay tuned to our website, the product may be available for a deal. Best of luck 👍 ^ZH"
231563,"Hey @115850 , any deals on logitech G502 ?","@171148 There's no deal running on the mentioned product currently. However, you might want to check this: https://t.co/skNjRWqqv8. ^HD"
231565,@AmazonHelp I had a notification that my package was delivered yesterday but it didn't turn up at all? Any help would be great.,"@171149 sorry to hear that, contact us here: https://t.co/JzP7hlA23B we'll help ^AS"
231567,@AmazonHelp I have responded to the mail with specifics. Please help resolve soon.,@171150 Thanks for confirming that you have reverted to the email. We'll check and get back to you on this accordingly. ^AB
231570,@AmazonHelp Sorted. Thanks for your help. 😊🙏,@171150 You're welcome. Have a great day! 😃 ^PS
231568,@115850 Filled out your form. Indicated that someone would call me in 12 hours. No call yet. #fail,@171150 You should have received a correspondence. Kindly confirm the same here: https://t.co/ubzNHWZvL2 and revert. ^SG
231574,@171152 @AmazonHelp this is the reply I get from Amazon which believes in harassing customers in every possible way @120781,@171151 We've responded to you via DM. ^HN
231576,@AmazonHelp Thanks! :),@171153 You're most welcome. ^CB
231577,"Dear @115821,
Can you please decrease your min order amount a little bit? This is irksome. 
Dear @118702,
Have some good bibliotheca, Man! https://t.co/FCnDPU4GSF",@171153 I'll make sure to forward your comments as feedback to the relevant team for improvements. ^MJ
231580,@AmazonHelp @171155 Where and how to check  who is winning the contest...?,@171154 May I know which contest winners you would want to know? We will assist you. ^HR
231582,#EverythingIndiaQuiz @115821.in sooooo u won't be updating the results Hmm den its better no to promote a false Promotions this is so cheap,@171155 The results will be announced on our social platforms. Kindly stay tuned. ^SG
231584,"@AmazonHelp El transportista me ha dicho que mínimo me llega sobre las 3-4 de la tarde.

En vuestro informe me decía que antes de las 9 de la mañana. :(",@159165 Puedes reportar lo sucedido con nuestros agentes de Soporte al Cliente mediante este enlace: https://t.co/OjvUxwnzPe ^AZ
231585,"@AmazonHelp Javi :( me llamo Javi.

No! Como puedo contactar con el transportista?","@159165 Lo lamento, Javi, puedes contactar a el transportista mediante este enlace: https://t.co/meqnr4QIaC ^AZ"
231696,"@AmazonHelp A DM has been sent, just a moment ago!",@171186 Sorry for the delay. Thank you for informing. We will look into it and get in touch with you soon. ^GU
231697,@AmazonHelp Will reply in DM in a couple of hours. Resting.,@171186 Sure thing. Please take your time. ^AU
231700,"Ok @115850 I am back after several weeks of health challenges. Let's pick up the issue where we left, shall we?",@171186 We're glad you've recovered well. Could you confirm if you've received a revert from our end? ^HD
231710,@AmazonHelp Not working....,"@171189 My apologies, Ravi. You may unsubscribe from the marketing list by clicking on https://t.co/4meLxAbh3j ^KS"
231711,"@115850 Getting too many ""Amazon business"" promotion text, please stop this. Complained but no action.","@171189 Sorry to know that, you may edit your advertising preferences here: https://t.co/k5Iqy1nEou. ^PS"
231715,"@AmazonHelp No, I'd instructed for it to be. Instead I have a note that it's at a neighbours who isn't there :(","@171190 Sorry about this, please reach out here so we can look into this for you  https://t.co/JzP7hlA23B ^KM"
231716,"@AmazonHelp hi guys, delivery given to neighbour despite notes on the order for where to leave packages. Neighbour not in and this is a present. Help please :(",@171190 Sorry to hear this. Was it possibly left in a safe place. Here's more info: https://t.co/VE9WM6B12C Please keep us posted. ^PK
231719,@116316 Zusteller von amazonlogistics weigert sich zum wiederholten Mal das Paket persönlich zuzustellen weil er keine Treppen laufen will,@171191 Na sowas 😤 Meld dich mal direkt bei uns im Amazon.de Social Media Team. Wir kümmern uns darum https://t.co/br7bhrlJn8! Grüße ^AS
231721,@115850 @AmazonHelp can i get #Prime subscription in advance for next year?,"@171192 I'm sorry Nishant, we currently do not have any such options. However, I'll surely pass on your feedback. ^HN"
231723,@115850 What if my email account i had given to amazon is shut off.Will my amazon account be disabled?,@171193 using the link here: https://t.co/cr84SVft6g. 2/2 ^PS
231726,Amazon is giving me a lot of stress. It failed to pick up the return item for the past three days. Reqst dt sept 29th. @115821 @AmazonHelp,@171194 Sorry about that. Kindly get in touch with us here: https://t.co/4RodKQYjp0 and we’ll be glad to help you. ^NS
231728,"@115850 @133462 there should be a way in which the delivery person can collect those boxes in next delivery
I don't like to throw them and create more waste",@171195 That's the best way to get your description of the problem to the teams that can fix the issue. (2/2) ^VM
231732,Thank you @115821 for early delivery life saver,@171196 😎 Glad it got to you safely. I hope you enjoy your day. ^CR
231734,"@AmazonHelp I've had confirmation the 'Return' process has started, so far that's it. Normally the item is collected the next business day.",@171197 Have you been in touch with us here:  https://t.co/hApLpMlfHN so we can look into this for you.^CD
231737,"@AmazonHelp This hasn't helped, it doesn't recognise my Amazon account. Any other suggestions?","@171197 Hi John, we don't have access to account info here. Please reach out via the link previously provided. We'll be happy to help ^TP"
231740,"@AmazonHelp Thanks, as mentioned that link isn't working. I wonder if perhaps it's because the link is for American Amazon rather than UK . .","@171197 Sorry John, Here's the UK link:  https://t.co/JzP7hlA23B ^EM"
231738,@AmazonHelp Not yet! I find the website very difficult to navigate when it comes to requiring assistance. I'll check it out. Thanks.,@171197 What were you advised when you reached out? ^RS
231743,@AmazonHelp Reached out? I'm not a member of the Four Tops. What do you mean? I just need to know what to do RE my returns as they've not been collected,"@171197 Sorry, they mean contact us via the link sent by ^CD, we can't access your acc here for security reasons. ^JJ"
231735,"@AmazonHelp Hi Amazon! Can you help me? I arranged return of two orders with Hermes next day pick up a couple of days ago, still no pick-up!","@171197 Sorry to hear that, have you received any emails in relation to the collection? ^JJ"
231746,@AmazonHelp Man I have already filled out the details. How much more I need to fill up.,"@171198 As you've shared your details, we'll work on it and get back to you at the earliest. ^HN"
231747,@AmazonHelp And it's been 24 hours. Nothing came thru yet. You promised to call within 12hours.hahaha.,@171198 you've received from our team here: https://t.co/NTkrxpsbHJ and we'll reach out to you. (2/2) ^KA
231751,@AmazonHelp Been hours since I filled in details. No response yet.,@171198 I'm sorry it is taking longer than expected. We're looking into the issue and shall get back to you soon. ^SH
231753,@AmazonHelp Not at all. Haven't added at all,@171198 Let us check this out for you. Please drop your details here: https://t.co/nQrSan0COS and we'll reach out to you. ^VM
231755,@115850 Can't add money to Amazon Pay. On 21 Sept your executive said it will be solved in 48 hours. Is the period over yet? https://t.co/6AjoiDLkHH,"@171198 Hi, could you let us know if you've crossed the maximum limit for adding money to your Amazon pay balance? ^AK"
231757,Amazonで頼んでおいたBDがやっと届いたー！！ 今から泣いてくるww😭← https://t.co/OaN6LmLBST,@171199 |´-`)ﾁﾗｯ　お待たせいたしました。Amazonのご利用ありがとうございました🙇　HM
231760,@119625 @121284 I am still waiting for the invite. I want to buy one for me and one for my parents before diwali.,"@171200 We send a limited number of invitations each week to customers, so keep an eye on your inbox. ^PS"
231763,@115850 Quick heal total security 3pc-3yr regular price Rs4399 but lightning deal price Rs4499 What type of discount this is?? https://t.co/vbPSYdihkj,"@171201 As you can see, these are offers from two different sellers and the deals displayed on the website are seller specific. ^AG"
231766,"@115830 I ordered a @12300 hot chocolate mug set and its arrived with the spoon inside broken, can I have a replacement/refund?☹️","@171202 Hi, I am sorry to hear this. You can certainly check the options for a replacement here:https://t.co/NNpYljXLtk ^CR"
231768,@AmazonHelp I tried before I tweeted but it wouldn’t let me!,@171203 Have you clicked on ^JJ's link? ^AS
